index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey
824,s__1142,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
825,s__1143,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
826,s__1144,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
827,s__1145,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
828,s__1146,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
829,s__1147,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
830,s__1148,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
831,s__1149,chair,chair,2,chair,n03001627,chair.n.01
832,s__1150,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
833,s__1151,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
834,s__1152,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
835,s__1153,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
836,s__1154,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
837,s__1155,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
838,s__1156,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
839,s__1157,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
840,s__1158,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
841,s__1159,coffee_table,table,2,table,n03063968,coffee_table.n.01
842,s__1160,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
843,s__1161,dining_table,table,2,table,n04379243,table.n.02
844,s__1162,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
845,s__1163,chair,chair,2,chair,n03001627,chair.n.01
846,s__1164,chair,chair,2,chair,n03001627,chair.n.01
847,s__1165,mirror,mirror,2,mirror,n03773035,mirror.n.01
848,s__1166,armchair,chair,2,chair,n02738535,armchair.n.01
849,s__1167,coffee_table,table,2,table,n03063968,coffee_table.n.01
850,s__1168,mirror,mirror,2,mirror,n03773035,mirror.n.01
851,s__1169,coffee_table,table,2,table,n03063968,coffee_table.n.01
852,s__1170,dining_table,table,2,table,n04379243,table.n.02
853,s__1171,sofa,sofa,2,sofa,n04256520,sofa.n.01
854,s__1172,armchair,chair,2,chair,n02738535,armchair.n.01
855,s__1173,chair,chair,2,chair,n03001627,chair.n.01
856,s__1174,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01
857,s__1175,chair,chair,2,chair,n03001627,chair.n.01
858,s__1176,armchair,chair,2,chair,n02738535,armchair.n.01
859,s__1177,sofa,sofa,2,sofa,n04256520,sofa.n.01
860,s__1178,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
861,s__1179,dining_table,table,2,table,n04379243,table.n.02
862,s__1180,coffee_table,table,2,table,n03063968,coffee_table.n.01
863,s__1183,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
864,s__1184,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
865,s__1185,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
866,s__1186,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
867,s__1187,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
868,s__1188,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
869,s__1189,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
870,s__1190,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
871,s__1192,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
872,s__1193,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
873,s__1195,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
874,s__1196,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
875,s__1197,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
876,s__1198,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
877,s__1199,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
878,s__1200,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
879,s__1201,workplace,workplace,2,desk,-,-
880,s__1202,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
881,s__1203,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
882,s__1204,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
883,s__1205,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
884,s__1206,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
885,s__1207,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
886,s__1208,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
887,s__1209,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
888,s__1210,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
889,s__1211,shelving,shelving,2,shelves,n04190052,shelf.n.01
890,s__1212,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
891,s__1213,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
892,s__1214,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
893,s__1215,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
894,s__1216,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
895,s__1217,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
896,s__1218,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
897,s__1219,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
898,s__1220,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
899,s__1221,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
900,s__1222,desk,desk,2,desk,n03179701,desk.n.01
901,s__1223,shelving,shelving,2,shelves,n04190052,shelf.n.01
902,s__1224,shelving,shelving,2,shelves,n04190052,shelf.n.01
903,s__1225,desk,desk,2,desk,n03179701,desk.n.01
904,s__1226,shelving,shelving,2,shelves,n04190052,shelf.n.01
905,s__1227,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
906,s__1228,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
907,s__1230,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
908,s__1231,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
909,s__1232,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
910,s__1234,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
911,s__1235,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
912,s__1237,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
913,s__1239,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
914,s__1240,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
915,s__1241,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
916,s__1242,stand,stand,2,night_stand,n04301000,stand.n.04
917,s__1243,dressing_table,dressing_table,2,desk,n03238586,dressing_table.n.01
918,s__1244,dressing_table,dressing_table,2,desk,n03238586,dressing_table.n.01
919,s__1245,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
920,s__1246,double_bed,bed,2,bed,n03225988,double_bed.n.01
921,s__1247,double_bed,bed,2,bed,n03225988,double_bed.n.01
922,s__1248,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01
923,s__1249,sink,sink,2,sink,n04223580,sink.n.01
924,s__1250,toilet,toilet,2,toilet,n04446276,toilet.n.01
925,s__1251,toilet,toilet,2,toilet,n04446276,toilet.n.01
926,s__1252,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
927,s__1253,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
928,s__1254,chair,chair,2,chair,n03001627,chair.n.01
929,s__1255,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
930,s__1256,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
931,s__1257,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
932,s__1258,workplace,workplace,2,desk,-,-
933,s__1259,workplace,workplace,2,desk,-,-
934,s__1260,workplace,workplace,2,desk,-,-
935,s__1261,workplace,workplace,2,desk,-,-
936,s__1262,workplace,workplace,2,desk,-,-
937,s__1265,workplace,workplace,2,desk,-,-
938,s__1268,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
939,s__1269,mirror,mirror,2,mirror,n03773035,mirror.n.01
940,s__1270,sink,sink,2,sink,n04223580,sink.n.01
941,s__1271,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
942,s__1272,mirror,mirror,2,mirror,n03773035,mirror.n.01
943,s__1273,sink,sink,2,sink,n04223580,sink.n.01
944,s__1274,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
945,s__1275,mirror,mirror,2,mirror,n03773035,mirror.n.01
946,s__1276,window,window,2,window,n04587648,window.n.01
947,s__1277,sink,sink,2,sink,n04223580,sink.n.01
948,s__1278,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
949,s__1279,sink,sink,2,sink,n04223580,sink.n.01
950,s__1280,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
951,s__1281,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
952,s__1282,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
953,s__1283,sink,sink,2,sink,n04223580,sink.n.01
954,s__1284,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01
955,s__1285,shower,shower,2,shower_curtain,n04208936,shower.n.01
956,s__1286,sofa,sofa,2,sofa,n04256520,sofa.n.01
957,s__1287,coffee_table,table,2,table,n03063968,coffee_table.n.01
958,s__1288,armchair,chair,2,chair,n02738535,armchair.n.01
959,s__1289,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
960,s__1290,sofa,sofa,2,sofa,n04256520,sofa.n.01
961,s__1291,vase,vase,2,otherprop,n04522168,vase.n.01
962,s__1292,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
963,s__1293,mirror,mirror,2,mirror,n03773035,mirror.n.01
964,s__1294,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
965,s__1295,dining_table,table,2,table,n04379243,table.n.02
966,s__1296,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01
967,s__1297,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
968,s__1298,coffee_table,table,2,table,n03063968,coffee_table.n.01
969,s__1299,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
970,s__1300,shelving,shelving,2,shelves,n04190052,shelf.n.01
971,s__1301,vase,vase,2,otherprop,n04522168,vase.n.01
972,s__1302,double_bed,bed,2,bed,n03225988,double_bed.n.01
973,s__1303,armchair,chair,2,chair,n02738535,armchair.n.01
974,s__1304,desk,desk,2,desk,n03179701,desk.n.01
975,s__1305,chair,chair,2,chair,n03001627,chair.n.01
976,s__1306,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
977,s__1307,stand,stand,2,night_stand,n04301000,stand.n.04
978,s__1308,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
979,s__1309,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01
980,s__1310,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
981,s__1311,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
982,s__1312,mirror,mirror,2,mirror,n03773035,mirror.n.01
983,s__1313,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01
984,s__1314,chair,chair,2,chair,n03001627,chair.n.01
985,s__1315,stand,stand,2,night_stand,n04301000,stand.n.04
986,s__1316,coffee_table,table,2,table,n03063968,coffee_table.n.01
987,s__1317,coffee_table,table,2,table,n03063968,coffee_table.n.01
988,s__1318,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
989,s__1319,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01
990,s__1320,sink,sink,2,sink,n04223580,sink.n.01
991,s__1321,toilet_paper,bathroom_stuff,2,otherprop,n15075141,toilet_tissue.n.01
992,s__1322,shower,shower,2,shower_curtain,n04208936,shower.n.01
993,s__1323,sink,sink,2,sink,n04223580,sink.n.01
994,s__1324,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
995,s__1325,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
996,s__1326,towel_hanger,bathroom_stuff,2,otherprop,n03490884,hanger.n.02
997,s__1327,towel_hanger,bathroom_stuff,2,otherprop,n03490884,hanger.n.02
998,s__1328,mirror,mirror,2,mirror,n03773035,mirror.n.01
999,s__1329,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
1000,s__1330,sofa,sofa,2,sofa,n04256520,sofa.n.01
1001,s__1331,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
1002,s__1332,coffee_table,table,2,table,n03063968,coffee_table.n.01
1003,s__1333,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
1004,s__1334,chair,chair,2,chair,n03001627,chair.n.01
1005,s__1335,plant,plant,2,otherprop,n00017222,plant.n.02
1006,s__1336,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
1007,s__1337,armchair,chair,2,chair,n02738535,armchair.n.01
1008,s__1338,desk,desk,2,desk,n03179701,desk.n.01
1009,s__1339,mirror,mirror,2,mirror,n03773035,mirror.n.01
1010,s__1340,armchair,chair,2,chair,n02738535,armchair.n.01
1011,s__1341,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
1012,s__1342,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
1013,s__1343,toy,toy,2,otherprop,n03964744,plaything.n.01
1014,s__1344,tricycle,toy,2,otherprop,n04482393,tricycle.n.01
1015,s__1345,toy,toy,2,otherprop,n03964744,plaything.n.01
1016,s__1346,toy,toy,2,otherprop,n03964744,plaything.n.01
1017,s__1347,toy,toy,2,otherprop,n03964744,plaything.n.01
1018,s__1348,toy,toy,2,otherprop,n03964744,plaything.n.01
1019,s__1349,toy,toy,2,otherprop,n03964744,plaything.n.01
1020,s__1350,toy,toy,2,otherprop,n03964744,plaything.n.01
1021,s__1351,toy,toy,2,otherprop,n03964744,plaything.n.01
1022,s__1352,toy,toy,2,otherprop,n03964744,plaything.n.01
1023,s__1353,desk,desk,2,desk,n03179701,desk.n.01
1024,s__1354,desk,desk,2,desk,n03179701,desk.n.01
1025,s__1355,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1026,s__1356,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1027,s__1357,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1028,s__1358,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1029,s__1359,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1030,s__1360,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1031,s__1361,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1032,s__1362,shelving,shelving,2,shelves,n04190052,shelf.n.01
1033,s__1363,desk,desk,2,desk,n03179701,desk.n.01
1034,s__1364,desk,desk,2,desk,n03179701,desk.n.01
1035,s__1365,desk,desk,2,desk,n03179701,desk.n.01
1036,s__1366,desk,desk,2,desk,n03179701,desk.n.01
1037,s__1367,desk,desk,2,desk,n03179701,desk.n.01
1038,s__1368,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
1039,s__1369,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1040,s__1370,stand,stand,2,night_stand,n04301000,stand.n.04
1041,s__1371,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1042,s__1372,desk,desk,2,desk,n03179701,desk.n.01
1043,s__1374,desk,desk,2,desk,n03179701,desk.n.01
1044,s__1377,desk,desk,2,desk,n03179701,desk.n.01
1045,s__1378,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1046,s__1379,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1047,s__1382,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1048,s__1384,stand,stand,2,night_stand,n04301000,stand.n.04
1049,s__1392,desk,desk,2,desk,n03179701,desk.n.01
1050,s__1393,desk,desk,2,desk,n03179701,desk.n.01
1051,s__1394,desk,desk,2,desk,n03179701,desk.n.01
1052,s__1396,table,table,2,chair,n04379243,table.n.02
1053,s__1398,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1054,s__1399,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1055,s__1400,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
1056,s__1401,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
1057,s__1402,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
1058,s__1403,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
1059,s__1404,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1060,s__1405,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1061,s__1406,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1062,s__1407,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1063,s__1408,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1064,s__1410,shelving,shelving,2,shelves,n04190052,shelf.n.01
1065,s__1411,shelving,shelving,2,shelves,n04190052,shelf.n.01
1066,s__1412,shelving,shelving,2,shelves,n04190052,shelf.n.01
1067,s__1413,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1068,s__1414,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1069,s__1415,stand,stand,2,night_stand,n04301000,stand.n.04
1070,s__1416,stand,stand,2,night_stand,n04301000,stand.n.04
1071,s__1418,desk,desk,2,desk,n03179701,desk.n.01
1072,s__1419,desk,desk,2,desk,n03179701,desk.n.01
1073,s__1422,desk,desk,2,desk,n03179701,desk.n.01
1074,s__1423,desk,desk,2,desk,n03179701,desk.n.01
1075,s__1426,desk,desk,2,desk,n03179701,desk.n.01
1076,s__1427,desk,desk,2,desk,n03179701,desk.n.01
1077,s__1428,desk,desk,2,desk,n03179701,desk.n.01
1078,s__1429,desk,desk,2,desk,n03179701,desk.n.01
1079,s__1431,table,table,2,chair,n04379243,table.n.02
1080,s__1432,table,table,2,chair,n04379243,table.n.02
1081,s__1433,table,table,2,chair,n04379243,table.n.02
1082,s__1434,toy,toy,2,otherprop,n03964744,plaything.n.01
1083,s__1435,shelving,shelving,2,shelves,n04190052,shelf.n.01
1084,s__1438,table,table,2,chair,n04379243,table.n.02
1085,s__1439,table,table,2,chair,n04379243,table.n.02
1086,s__1443,stand,stand,2,night_stand,n04301000,stand.n.04
1087,s__1445,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
1088,s__1446,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1089,s__1448,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
1090,s__1452,desk,desk,2,desk,n03179701,desk.n.01
1091,s__1461,desk,desk,2,desk,n03179701,desk.n.01
1092,s__1462,toy,toy,2,otherprop,n03964744,plaything.n.01
1093,s__1465,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1094,s__1467,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1095,s__1473,desk,desk,2,desk,n03179701,desk.n.01
1096,s__1474,desk,desk,2,desk,n03179701,desk.n.01
1097,s__1476,desk,desk,2,desk,n03179701,desk.n.01
1098,s__1486,stand,stand,2,night_stand,n04301000,stand.n.04
1099,s__1487,shelving,shelving,2,shelves,n04190052,shelf.n.01
1100,s__1490,partition,partition,1,otherstructure,n03894379,partition.n.01
1101,s__1491,partition,partition,1,otherstructure,n03894379,partition.n.01
1102,s__1492,partition,partition,1,otherstructure,n03894379,partition.n.01
1103,s__1493,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1104,s__1494,stand,stand,2,night_stand,n04301000,stand.n.04
1105,s__1495,desk,desk,2,desk,n03179701,desk.n.01
1106,s__1496,desk,desk,2,desk,n03179701,desk.n.01
1107,s__1497,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1108,s__1498,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1109,s__1499,desk,desk,2,desk,n03179701,desk.n.01
1110,s__1500,wood_board,wood_board,2,otherprop,n15101854,board.n.02
1111,s__1501,double_bed,bed,2,bed,n03225988,double_bed.n.01
1112,s__1502,double_bed,bed,2,bed,n03225988,double_bed.n.01
1113,s__1503,single_bed,bed,2,bed,n04222210,single_bed.n.01
1114,s__1504,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1115,s__1505,chair,chair,2,chair,n03001627,chair.n.01
1116,s__1506,chair,chair,2,chair,n03001627,chair.n.01
1117,s__1507,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1118,s__1508,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1119,s__1509,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1120,s__1510,desk,desk,2,desk,n03179701,desk.n.01
1121,s__1511,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1122,s__1512,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1123,s__1513,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
1124,s__1514,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01
1125,s__1515,stand,stand,2,night_stand,n04301000,stand.n.04
1126,s__1516,desk,desk,2,desk,n03179701,desk.n.01
1127,s__1517,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
1128,s__1518,shelving,shelving,2,shelves,n04190052,shelf.n.01
1129,s__1519,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1130,s__1520,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1131,s__1521,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1132,s__1522,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1133,s__1523,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1134,s__1524,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1135,s__1525,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1136,s__1526,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1137,s__1527,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1138,s__1528,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1139,s__1529,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1140,s__1531,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1141,s__1532,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1142,s__1533,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1143,s__1534,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1144,s__1535,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1145,s__1536,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1146,s__1537,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1147,s__1539,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
1148,s__1540,toy,toy,2,otherprop,n03964744,plaything.n.01
1149,s__1541,plant,plant,2,otherprop,n00017222,plant.n.02
1150,s__1542,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02
1151,s__1543,plant,plant,2,otherprop,n00017222,plant.n.02
1152,s__1544,mirror,mirror,2,mirror,n03773035,mirror.n.01
1153,s__1545,grill,grill,2,otherprop,n03459591,grill.n.02
1154,s__1546,coffee_table,table,2,table,n03063968,coffee_table.n.01
1155,s__1547,chair,chair,2,chair,n03001627,chair.n.01
1156,s__1548,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
1157,s__1549,clock,clock,2,otherprop,n03046257,clock.n.01
1158,s__1550,armchair,chair,2,chair,n02738535,armchair.n.01
1159,s__1551,coffee_table,table,2,table,n03063968,coffee_table.n.01
1160,s__1552,sink,sink,2,sink,n04223580,sink.n.01
1161,s__1553,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01
1162,s__1554,trash_can,trash_can,2,otherprop,n02946921,can.n.01
1163,s__1555,shower,shower,2,shower_curtain,n04208936,shower.n.01
1164,s__1556,mirror,mirror,2,mirror,n03773035,mirror.n.01
1165,s__1557,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
1166,s__1558,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
1167,s__1559,mirror,mirror,2,mirror,n03773035,mirror.n.01
1168,s__1560,toy,toy,2,otherprop,n03964744,plaything.n.01
1169,s__1561,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
1170,s__1562,double_bed,bed,2,bed,n03225988,double_bed.n.01
1171,s__1563,pet,pet,2,otherprop,n01318894,pet.n.01
1172,s__1631,pet,pet,2,otherprop,n01318894,pet.n.01
1173,s__1632,pet,pet,2,otherprop,n01318894,pet.n.01
1174,s__1633,pet,pet,2,otherprop,n01318894,pet.n.01
1175,s__1634,pet,pet,2,otherprop,n01318894,pet.n.01
1176,s__1635,pet,pet,2,otherprop,n01318894,pet.n.01
1177,s__1636,pet,pet,2,otherprop,n01318894,pet.n.01
1178,s__1637,pet,pet,2,otherprop,n01318894,pet.n.01
1179,s__1638,pet,pet,2,otherprop,n01318894,pet.n.01
1180,s__1639,fishbowl,toy,2,lamp,n03350204,fishbowl.n.02
1181,s__1640,pet,pet,2,otherprop,n01318894,pet.n.01
1182,s__1641,clock,clock,2,otherprop,n03046257,clock.n.01
1183,s__1642,clock,clock,2,otherprop,n03046257,clock.n.01
1184,s__1643,clock,clock,2,lamp,n03046257,clock.n.01
1185,s__1644,toy,toy,2,otherprop,n03964744,plaything.n.01
1186,s__1645,gramophone,household_appliance,2,otherprop,n03452267,gramophone.n.01
1187,s__1646,toy,toy,2,otherprop,n03964744,plaything.n.01
1188,s__1647,rug,rug,2,floor_mat,n04118021,rug.n.01
1189,s__1648,telephone,household_appliance,2,otherprop,n04401088,telephone.n.01
1190,s__1649,rifle_on_wall,household_appliance,2,otherprop,n03528263,home_appliance.n.01
1191,s__1650,pillow,pillow,2,pillow,n03938244,pillow.n.01
1192,s__1651,pillow,pillow,2,pillow,n03938244,pillow.n.01
1193,s__1652,pillow,pillow,2,pillow,n03938244,pillow.n.01
1194,s__1653,pillow,pillow,2,pillow,n03938244,pillow.n.01
1195,s__1654,pillow,pillow,2,pillow,n03938244,pillow.n.01
